1,-6.1832,13,19.9384296914,-44.6196329106,-33.9754967585
2,-6.8076,5,-8.63134973384,-50.8990291138,-22.4226808987
3,-8.3697,2,-18.0940148347,-51.8128409772,-28.7255413839
4,-5.977,15,2.60036412492,-50.0971412885,-46.323799809
5,-7.5997,3,28.8879724142,-40.4527565583,-44.0536078206
6,-8.0261,2,33.1523302008,-47.7189871675,-42.9239996905
7,-5.6522,10,16.7999683657,-51.7431151279,-47.5445590351
8,-6.4904,7,-8.24239513665,-54.1924757778,-31.2364006563
9,-8.6281,2,-17.4250363252,-55.0134099188,-18.0344230785
10,-8.9386,2,-12.5608836176,-53.9180393772,-13.2543685043
11,-6.6174,8,-0.344448628698,-54.9315732876,-25.1048372105
12,-5.8592,7,17.889261088,-56.5557987582,-35.0165059467
13,-7.4086,4,33.1582510895,-59.488635593,-35.0180137563
14,-6.6708,7,20.5675699673,-59.9598329773,-48.2413171393
15,-8.612,2,12.1475988351,-60.0607719467,-59.8990733588
16,-8.4997,2,18.7433292338,-61.154323467,-61.0426617202
17,-6.6838,8,22.1556156827,-53.2271169921,-45.4680187453
18,-7.4802,3,17.33968488,-46.2856748401,-27.937572435
19,-7.31,4,9.97338472111,-54.9555521975,-27.430306741
20,-8.4438,2,14.4859953567,-62.6735082948,-30.5988258827
21,-8.1148,2,19.4113678099,-58.0909406577,-29.7193361029
22,-6.6137,6,13.5143978351,-50.3084229681,-19.4509870017
23,-6.4296,7,20.0479276753,-41.8063349381,-6.74012085053
24,-8.7372,2,31.2576760402,-39.1061267927,-15.8226900168
25,-5.9513,8,25.2515159382,-48.1214922398,-30.3885516603
26,-6.5992,6,35.6717912992,-58.4700586921,-46.4334339123
27,-6.4149,6,49.4269950919,-63.65076714,-39.4552052015
28,-5.7065,18,29.8564962136,-49.6739960579,-22.9708070114
29,-8.2443,2,-1.15426460353,-55.9360976243,-11.3627357464
30,-8.2768,2,-0.236199939877,-60.437179467,-16.6014036265
31,-5.2704,10,20.0487107433,-56.0872289788,-20.2076061758
32,-6.3055,4,38.3645903406,-51.5621420074,-34.8344673152
33,-7.6036,3,41.1045835112,-60.1409996234,-42.4094997126
34,-7.1315,3,36.7041480358,-68.7569223965,-37.9345891736
35,-6.449,8,45.9460860901,-70.4687781134,-23.2594595145
36,-8.7385,2,58.4431317024,-63.7294632157,-14.4410671157
37,-8.5906,2,54.9032563152,-57.3907411379,-15.786455754
38,-6.8846,5,47.8380682246,-58.3380611471,-25.129861012
39,-8.6913,2,46.4594704896,-59.6398809049,-37.164963849
40,-8.5892,2,45.1954971862,-52.8857335137,-37.9006716995
41,-6.5302,8,40.6261477146,-42.740666218,-23.2699062752
42,-7.5793,3,34.6755506766,-28.6127710188,-10.4269676337
43,-8.4625,2,29.7980065306,-27.4972339869,-2.71122003696
44,-8.9524,2,25.2499295531,-31.8963642002,1.07134727413
45,-5.8358,11,26.7552853168,-49.5791500921,-12.6454729622
46,-7.2464,2,36.9510259182,-64.1942302361,-26.7307076262
47,-6.499,5,43.6638403057,-61.2668350738,-18.2474405666
48,-6.7379,4,38.2187761862,-49.0128843038,-13.1995002545
49,-6.6006,5,35.3178138652,-34.2831178402,-8.65382911118
50,-8.3887,2,30.5014376442,-31.4025390097,1.28271968905
51,-8.4604,2,27.3066666365,-37.4118888111,2.18768702249
52,-7.3277,4,31.8165650086,-44.7129124195,-4.62037320778
53,-7.2831,4,29.4667977454,-54.6506313251,-12.9131708174
54,-7.4377,4,25.428409262,-63.0178277136,-23.1988881698
55,-7.4868,3,33.7956870014,-66.8353413892,-30.7331891702
56,-7.1101,4,42.94606755,-60.0084994319,-32.3209346217
57,-7.489,3,45.1606182993,-48.2817026698,-26.7555165792
58,-8.5938,2,45.2352802827,-42.3645532797,-20.6675104881
59,-6.9089,4,47.7003056925,-50.2084118189,-14.7273676373
60,-8.868,2,48.5801904993,-60.7261464779,-13.3732176275
61,-6.5377,8,30.8728499839,-62.1532621967,-13.5085059298
62,-6.4945,5,8.84536220853,-64.7026379906,-10.6838231038
63,-7.7598,3,6.66194775729,-78.0749328907,-9.26330984144
64,-8.4856,2,14.1950596555,-82.5482191607,-8.59844614589
65,-7.7275,2,19.7504528149,-78.0490116061,-8.16062616922
66,-6.1269,10,21.0345112868,-56.7299266793,-3.70403065288
67,-8.3163,2,34.0423155537,-47.0348907859,-0.723878113691
68,-8.289,2,36.1942593798,-52.9114983994,-4.02597745504
69,-7.9156,2,30.7632187386,-57.6308948347,-4.92541561565
70,-8.4857,2,25.812015841,-61.7228622572,-8.27878267005
71,-8.4561,2,27.297561036,-66.4215801358,-13.192528565
72,-7.4737,3,35.9189792882,-67.2872187456,-12.4246125845
73,-8.1776,2,39.8995596824,-62.5800782595,-6.07655220422
74,-6.6623,6,33.7063973802,-50.9545487746,1.76999327075
75,-8.4981,2,30.7402963906,-37.3924719371,5.91623087719
76,-7.8242,3,35.9011563463,-31.5166093281,1.41553244763
77,-8.6238,2,41.1566650641,-32.0420505772,-5.84164923332
78,-6.2455,7,47.3150518591,-46.6788978138,-8.61872935633
79,-6.725,7,50.2493250458,-72.7163260053,-9.52580168809
80,-8.895,2,42.4646583076,-85.2595571212,-8.7629424251
81,-5.9642,20,23.231481314,-56.87504207,2.10712030102
82,-5.933,14,32.1682294456,-59.8713826885,-1.24283901387
83,-7.6197,3,45.9393364999,-75.5086288512,-10.5026130245
84,-5.1851,8,35.2758774769,-70.7282320746,1.70130719419
85,-7.5302,3,27.2215546895,-56.981969587,9.85537210413
86,-6.5632,5,35.684617642,-44.9685386298,11.1264441929
87,-7.5174,3,42.2545269065,-36.7505127592,2.28389621698
88,-4.4113,16,40.2315491227,-62.4326235249,0.636943171525
89,-8.4404,2,19.0040843372,-71.5146818845,0.863701731429
90,-5.6024,10,34.0422654386,-64.9599381017,8.41795845453
91,-7.4803,3,53.9589377929,-60.9931939358,-1.18266468685
92,-7.5345,3,61.3929246865,-53.4087975776,-3.34067106809
93,-7.6604,3,58.3162122234,-44.1583697157,-3.71635475243
94,-5.9822,14,35.3019163324,-57.0111077011,8.12453373086
95,-7.7084,2,13.2924094681,-68.9829059474,5.59692187521
96,-6.2704,8,20.2349233465,-55.4109844348,7.77766744009
