1,42.4168003034,32.8662750589,-20.7681448054
2,38.0605093221,38.6497646571,-30.5168166405
3,32.7948282219,43.8403991207,-35.0011232732
4,41.064942505,34.2719090746,-39.0290920048
5,52.129223149,38.7135976197,-44.5351739317
6,40.0533315216,46.1135321418,-41.6960370444
7,28.4155705597,42.564199791,-39.1133560994
8,29.4167923786,34.991097923,-33.8025632634
9,34.7387978902,35.1606563271,-28.7217837557
10,38.3504343667,32.7275297678,-23.0059292073
11,32.7422591098,31.6598237089,-15.4247145585
12,35.8538293461,33.6424572697,-4.20310280505
13,40.84166415,38.8976190089,5.77998909382
14,54.9248460028,43.8933182991,4.64618383474
15,63.9922654963,42.850654894,-3.35128437024
16,60.653211038,46.8806666672,-9.38945898817
17,48.5934520161,47.7619998028,-5.45547316915
18,40.3164604612,51.2145250407,-6.95709703538
19,37.9837163757,50.4180480256,-11.7996246785
20,42.3086280575,55.5840475427,-16.9942389826
21,47.8196433981,60.6102806675,-16.3429625196
22,50.9719970239,54.119072653,-9.90505309899
23,53.3357476064,47.5505207327,-12.027618264
24,47.8509970306,43.3102630077,-17.2159063877
25,42.5906391599,43.1485262544,-21.909794038
26,43.6726237381,46.2414645131,-24.6738972149
27,54.6098261878,56.6146426747,-22.9263209042
28,50.1107170487,66.3035097355,-24.6331611636
29,35.3479319246,59.6102809806,-38.8352834588
30,21.6147085114,68.7047714893,-41.434500615
31,23.9082359688,75.7816497694,-28.470625268
32,21.8941870468,62.3922613293,-36.4523571592
33,13.2029055903,51.882418393,-37.3353336549
34,24.0096601145,54.1016108498,-24.8307111119
35,27.3576932317,57.1459612703,-4.94517296848
36,24.4500012137,49.7149175715,4.50428651949
37,29.7958504139,47.7768887073,-1.46061316834
38,36.0630624081,47.9328435973,-2.67697764635
39,32.9281443155,46.0495261295,15.7550060918
40,15.3281671924,46.2569954282,52.3405227981
41,1.98531355919,40.8931996996,52.5671880661
42,2.99926947621,31.6801358445,50.5391928029
43,11.251530665,29.9076171169,52.0145249891
44,15.7319761024,36.5108224643,54.6543059576
45,13.4810950943,39.5907590623,56.8632137745
46,36.8320524952,-10.6633024271,-54.9864320813
47,41.6892233617,-17.4853446516,-46.4133495436
48,45.8514279016,-18.8927390197,-33.8276397625
49,46.2085895627,-12.5423804974,-30.2410414788
50,41.967206852,-9.9740262186,-42.4037340464
51,36.1833392004,-23.2080401962,-46.1996903015
52,29.3917135221,-31.2992903836,-40.000636502
53,26.8260619951,-40.5151111662,-37.7444641314
54,34.6253831012,-25.6503903651,-42.5725207279
55,40.9827840995,-12.3450466719,-37.2373357009
56,42.3338198929,-12.6961549449,-30.622895962
57,43.2895712817,-20.3069344197,-28.0861391608
58,-44.1281602728,78.0383938009,40.2103503179
59,-56.5435773756,76.6991833709,46.190300326
60,-56.290785777,80.2819575816,52.8138682862
61,-59.6788520513,75.9503000449,60.4333810728
62,-62.3977409096,64.4972334586,63.3987477861
63,-67.2712319361,55.6361280873,66.5780462957
64,-71.304872371,55.0484613507,61.2095783134
65,-67.6355987143,54.8050895204,55.1338907334
66,-58.170735241,60.2097495796,45.55209769
67,-45.6768489167,56.9250488299,44.1523506798
68,-37.1597767312,51.9121505704,40.7444197144
69,-31.602869836,51.9245292932,30.580885527
70,-42.8793450672,54.2932080319,20.9220383064
71,-45.9530754404,59.6086748662,9.83826675988
72,-24.2678663964,70.0476731941,20.7049898145
73,-20.64925671,67.4250893986,45.2800996271
74,-26.5080518975,65.7452047558,50.8605540059
75,-31.9804800292,77.0049874291,52.3677910646
76,-28.2783849948,84.4901563299,51.4187330816
77,-15.7796763559,65.5427843432,50.1084380694
78,3.21779514049,54.119468224,43.3250221709
79,7.29866139548,57.6902431656,36.1505667435
80,0.428994238047,65.1454817612,32.0884511493
81,-9.78752493457,63.6344028982,38.5718234065
82,-16.9728205341,55.2548216139,37.3525399302
83,-20.2544022332,43.2723697989,38.8816071289
84,-24.3836155327,40.7654600841,29.1517724098
85,-25.5621669182,34.7998805207,20.2811916006
86,-37.9466616607,44.5307826634,33.7363461069
87,-56.1083038464,52.9291108629,30.7467114294
88,-53.1299898216,47.15277902,20.2838852415
89,-52.8827131065,38.2406443085,36.9317356936
90,-38.6747866303,35.7237333091,45.8111643094
91,-32.4284675834,27.452164573,32.0238423283
92,-31.4507980639,14.6819766232,19.3692055156
93,-29.8223010803,-0.0731928259558,14.2284551107
94,-36.4519429124,-4.68829142453,31.9255661881
95,-45.1360570401,12.3543865311,44.1266487686
96,-50.1678365817,23.3353391248,45.770953355
97,-47.7518921565,26.0026892943,36.3927244808
98,-42.7001224626,19.926184622,30.9531739523
99,-44.3459156637,14.5203307039,31.5627330426
100,-44.4362062908,15.2558815682,39.1111420825
101,-39.4365848318,7.32769792712,38.1007968496
102,-36.448406892,0.772057527568,29.3756048892
103,-29.5168203836,-4.05313052395,21.4327712322
104,-24.312635956,2.19872107111,16.7138941392
105,-25.0665284946,10.4009354828,18.2640507834
106,-29.2848165867,13.1735535164,23.3345891774
107,-32.356746816,21.9440236915,33.3326098779
108,-40.1888538165,34.5525755843,38.3731945968
109,-43.1084124119,39.0800662626,46.2699887277
110,-30.0298754126,34.6840839136,40.3432128459
111,-28.6049751518,27.4743316709,25.8794558296
112,-23.9230563291,16.7037113654,24.8449413625
113,-19.0987549881,5.18396450953,23.6087672862
114,-29.9958255297,2.4572313047,21.8460557949
115,-38.6701384532,0.458835639868,28.2225928735
116,-41.2228082169,-7.66529878236,35.6366594363
117,-43.0876537707,-1.53142574943,42.1357759849
118,-47.357351681,8.65123644698,43.5258667245
119,-51.2229874065,16.7844944751,45.8468767585
120,-47.0560899301,20.8266869287,32.5442391
121,-40.8762023595,15.6934382824,22.7940744468
122,-40.6848899734,7.98564862927,24.1009818838
123,-39.6414255901,11.3767190749,31.5080946543
124,-40.5886706205,18.8491297291,35.8923654753
125,-44.3132945266,25.7729636295,41.7597249869
126,-46.825278274,22.7033397418,51.6274785229
127,-45.2012061382,15.5389316916,49.7769519205
128,-39.3401831285,17.9970982946,43.248601761
129,-31.4331795186,12.8589929891,51.6782379379
130,-27.8543815412,6.21922552083,65.0058634505
131,-18.116656724,15.0825767821,63.8725391053
132,-9.50809859944,19.4792858882,68.0690505366
133,-13.1681069444,25.1277581113,73.1777045778
134,-7.46438609137,40.0364373949,76.1245543046
135,3.32194072647,41.0236893875,70.086787802
136,-3.84816796536,35.4586635963,69.4385707244
137,-16.9640640323,36.8628345424,68.5492574041
138,-15.2510541788,42.6188780234,61.1811285896
139,-3.91668924407,42.0450460498,59.6531518294
140,-4.54508384571,42.3321319218,71.6413305417
141,-16.9830093715,40.2701134627,78.2288181837
142,-21.8818482746,34.0639522351,76.7397870053
143,-21.6120874363,28.4724109002,74.4878877025
144,-17.1498501508,22.7142741465,72.9913435887
145,-11.2352710964,30.0781688483,78.3181470102
146,-2.7940158544,37.4726407894,77.7643232954
147,3.64301859301,35.9145379904,72.7762064849
148,0.714602496157,29.9617833062,71.2907270844
149,-10.3158431422,29.1645356651,70.0830927772
150,-16.6626816094,37.8827807585,61.3774902867
151,-24.306159525,37.1253661638,54.3385493662
152,-28.1339657044,26.6828290371,51.7619555115
153,-26.14795474,19.3092191853,47.8480295749
154,-16.49988592,8.79264569978,58.7178132477
155,-3.04330048183,-1.35731019786,61.7368558151
156,-0.771162122473,6.55941725196,64.8224221863
157,-12.5435983032,13.0845423827,53.6905892202
158,-21.9875155054,25.0826948209,45.2295250773
159,-23.1217766324,29.9893090762,53.9482986766
160,-19.8704359897,25.453127986,58.460374011
161,-8.68151976501,25.370611543,55.0674981089
162,-5.18130805427,26.6100341544,43.9634779339
163,-6.71437654863,26.7717714578,37.3889328736
164,-14.2027376386,22.1734931613,38.365560176
165,-17.6430504837,22.6593648792,42.454917732
166,-15.087708521,32.434905989,48.2034667418
167,-11.2721732305,39.9179518817,52.408127292
168,-8.90585209957,38.5814955547,58.5583123993
169,-2.99022189651,35.174527015,61.3768890239
170,-1.45864280897,27.994529401,50.1146957925
171,4.10771457512,20.5813047722,36.7657220901
172,10.2335028994,15.172614101,32.5462827321
173,22.3933054984,12.3823965,29.6021917514
174,33.105863091,9.51522230659,34.9519443443
175,38.4459400018,19.0333800777,42.8542091511
176,39.6669077739,32.3266588347,50.9319625261
177,45.0022809249,19.1591405114,51.7396638075
178,32.2381643817,6.51763621327,44.9234121191
179,12.9963097423,-6.29012333384,39.8113804304
180,10.6463627874,-26.7816309104,35.0113138701
181,15.6863654618,-16.2318157027,49.6132835965
182,31.2371505707,-10.9138798546,47.8708650476
183,38.7511414654,-10.0359105423,45.5597018015
184,44.2046792516,-7.96602630626,46.021482355
185,51.0102420123,-5.6039125537,49.3392959329
186,56.0816955981,-7.58615224114,44.9589302903
187,61.3378806202,-12.7128356966,39.5293835868
188,69.4940917313,-17.8349193276,35.2031952202
189,76.0355825772,-22.7432150094,29.4359419284
190,68.635177783,-33.6690372207,25.6779965543
191,-10.2236699231,62.543148056,-17.807523574
192,-19.7565160395,59.6379207714,-26.0145368249
193,-20.2294006825,65.1403096127,-24.1497183116
194,-15.9190577652,70.7692833995,-17.7905824034
195,-8.47718970915,74.2449723312,-10.5628872139
196,-9.72820334423,70.937875866,-0.961705188418
197,-5.96192751996,70.5756264137,10.6601804918
198,-3.09015011837,71.9761696056,19.1731555166
199,-2.60415488968,70.481307582,25.6798758123
200,-11.4682421959,65.6799397423,27.5806676225
201,-19.4668145153,57.5247458585,25.5805214372
202,-11.2011580716,51.5950432545,18.4074478164
203,-1.26109317334,59.0441151152,12.9953411741
204,7.22076865249,66.6026472274,12.7688517405
205,15.5652813939,57.5352199857,18.7783115676
206,19.2692555597,45.1725479817,17.1575377264
207,16.2748979991,39.228412573,27.0595003281
208,15.0696993843,35.2921378652,37.3384869477
209,11.0624762962,38.4317550605,41.0027584688
210,5.60177904957,42.7274387786,40.2687205561
211,6.66324968184,44.3510216304,21.112539439
212,11.3982216591,53.5827671088,2.59416819304
213,-57.6209368266,39.0262649586,30.2986008651
214,-52.0716747247,43.5476455354,16.7301441193
215,-49.1187655681,38.2433037851,4.81559029165
216,-48.6771250085,20.6987761756,7.51528796451
217,-49.5204599139,6.91781327155,20.3546430838
218,-46.4887453596,14.5027074577,26.0254172275
219,-52.4972225225,25.08750405,29.7710441188
220,-49.316366753,30.3634282756,36.8636391568
221,-43.576982169,32.357030497,34.981707422
222,-40.4896648454,29.9383581661,30.4596544337
223,-39.5344628838,23.431002715,21.4103713447
224,-29.4382613373,24.3541056242,18.3038555944
225,6.31447862131,-15.2055710244,-43.7062059203
226,6.24803530981,-35.6456836138,-34.7355263301
227,-1.71289046846,-35.6601673627,-29.9494919825
228,-7.67200718817,-30.8564752044,-30.9965801902
229,-8.33755286858,-11.7569124452,-40.2194879962
230,-13.6963505645,5.7662756274,-47.7101095241
231,-19.9166964893,5.75101130199,-44.8647518159
232,-20.1610558922,1.65249083641,-38.7585426595
233,-23.8050779369,-12.0190042356,-38.9536830947
234,-45.9969016078,-27.5286512044,-32.3402080811
235,-68.547667032,-31.5585678718,-29.8134361961
236,-62.4162082278,-20.8188753544,-25.7617766377
237,-41.2112311234,-3.93558023887,-28.3110102486
238,-29.6650293597,-1.02377485198,-43.5129114818
239,-36.6074346121,-16.4791561687,-47.2962772687
240,-36.3602995191,-30.4530613887,-55.3905698488
241,-44.5674584109,-31.5698187382,-56.7894424576
242,-44.7340658752,-40.2863398055,-60.9597768129
243,-34.6705683297,-39.3967963559,-61.3877251305
244,-27.144039165,-49.1323052196,-59.7996143968
245,-22.3670769562,-60.6642398116,-61.1004826989
246,-21.5759226436,-63.7026295166,-66.4993708269
247,-9.54824217095,-58.0183836615,-52.3758333764
248,-11.702951836,-35.9887397417,-40.3847390895
249,-5.3871099117,-28.4810607566,-40.7990782648
250,-14.3492836243,-17.2962506598,-44.5252794897
251,-28.080127787,-19.8176976686,-48.5262077982
252,-28.5744034252,-23.4559783543,-54.724835416
253,-33.2918285437,-22.0469536873,-58.9415568415
254,-33.918324624,-17.6154674258,-68.1842689763
255,-35.8675080502,-21.7021180348,-75.8112347153
256,-40.9436326414,-25.2028390883,-72.3440178612
257,-42.9430155428,-18.2313740912,-60.5836541802
258,-46.3679251987,-6.05568355184,-51.4088933523
259,-57.9408411775,-6.6033706373,-57.0078015514
260,-65.1204979351,1.29497227798,-63.306519129
261,-71.8899174588,17.3961134181,-55.7188618198
262,-79.8092613443,26.6311037144,-48.5652668371
263,-88.0302929044,28.3401218985,-50.2647399778
264,-97.7104837941,27.6278118822,-49.5905642388
265,-100.378626705,14.8103530732,-48.7376152365
266,-95.6837814112,6.83870644965,-53.614236727
267,-91.9352859317,13.6249051731,-52.1347280045
268,-86.9866003892,16.9588869689,-49.9283409357
269,-66.5250230594,14.1929981875,-54.4343782229
270,75.5584180442,58.4795570157,-16.5455613063
271,69.4402577518,72.8368065859,-7.37815797506
272,68.1478953251,78.3202108549,4.77449855493
273,51.4043249097,79.3709558229,2.7195194168
274,38.9844592336,65.8568905362,-12.0736715303
275,39.8846526963,49.6299092932,-19.9522954948
276,45.580409588,56.1290172474,-21.7871619779
277,52.3191833398,54.6087601845,-14.9969977517
278,58.088401793,48.6342441263,-15.5740465711
279,56.9677562402,44.3362578245,-20.8796553116
280,60.8532549089,41.2491755149,-33.4208583496
281,76.2614440917,43.3481054601,-33.3353794918
282,86.3380721153,45.9760826252,-30.6829173438
283,78.9657273823,39.3562076698,-44.0965546823
284,63.8707944406,33.9940058946,-41.2313510704
285,63.9350654867,31.1479401592,-31.5401493175
286,54.7532483753,29.4299283247,-24.6551728001
287,48.3686108719,32.0084723335,-16.6638085017
288,56.9358871873,31.1477845006,-11.861906653
289,58.4220985996,34.7620434977,-2.31676942948
290,56.2359970353,31.1596319381,10.916775922
291,53.8657915827,37.0450360635,29.6466244414
292,45.8587771599,51.2979687959,22.0202576009
293,39.3541836002,68.5083703719,7.39107032608
294,46.5765267149,67.549980702,-14.3344676369
295,53.1238550519,64.3261137615,-14.2407925532
296,50.6706524868,58.9609830319,-10.2445420073
297,49.19948514,54.7262900879,-6.17669230747
298,56.4728338768,48.0141172779,-4.94306873533
299,54.5464964201,39.7835942763,-0.883590926721
300,48.5295492931,40.4492365748,-1.29244991298
301,46.1305231433,48.4128901265,2.0479795549
302,46.5759332502,53.0303817041,6.02815911339
303,43.3160126836,49.4058671536,9.7421688515
304,40.7593310537,42.021025523,-0.247036963462
305,34.0133227484,38.8821217257,-20.8814307672
306,25.645064821,44.1260759605,-28.1727370914
307,26.3273357198,48.3268706384,-17.7121417239
308,19.5843874203,45.2751579847,-2.54717470365
309,9.24565506589,35.2562124389,8.79105176529
310,10.5543177073,25.6150259081,12.7220041625
311,20.795987624,24.8894014273,10.4387461596
312,32.5485986659,20.8437229161,15.8465967119
313,35.5920039497,18.7863005065,27.5439980273
314,35.4899153079,32.3471528492,32.2903376987
315,41.8911841958,41.4243727179,19.2230527105
316,48.3756069138,33.3398954193,4.08080041091
317,46.2762651763,20.792315407,-3.56303955157
318,54.7617749057,17.4483587566,-9.46619893012
319,64.7177472213,16.02969738,-10.5621655001
320,59.225126832,14.834958438,0.313851406994
321,56.8621960737,2.18119690917,7.38281827697
322,51.6246588809,-8.20725064088,-0.320813715414
323,39.6473849579,-13.3513366657,-2.45993966651
324,34.4489634072,-21.2300765134,-10.4926734176
325,31.8812072787,-25.6324494913,-26.5216440985
326,22.8110498445,-30.0154400066,-29.9402494675
327,17.5119083907,-28.1351516837,-22.8017159081
328,17.303803056,-20.3295307781,-18.5134806572
329,12.7199544568,-18.7517588344,-11.8263649576
330,13.4522709315,-13.8525874728,-0.824693906636
331,17.8299500402,-5.5991880132,1.73008960825
332,26.6225437128,-6.08174758761,-11.7426217349
333,36.1751799518,3.04248919547,-11.4196588162
334,22.105414127,8.99432910514,-14.0855011733
335,6.19334955817,7.44509107874,-21.8902066088
336,17.4122387756,35.1277943501,-21.9783348149
337,37.1678731214,36.1857675105,13.2713731337
338,42.1563258992,25.6982957594,0.147047816064
339,35.4185369972,13.6577216778,-9.31174903797
340,20.4979004832,10.030517671,-9.2723488584
341,7.07504107047,11.7533298062,-16.446900165
